	PPN	Bibliographische Gattung und Status	Sprache	Erscheinungsjahr	Erscheinungsort	Erscheinungsort GND	Titel	Verfasservorname	Verfassername	GND Verfasser	1. Weitere Verfasser Vorname	1. Weitere Verfasser Nachname	1. Weitere Verfasser GND	2. Weitere Verfasser Vorname	2. Weitere Verfasser Nachname	2. Weitere Verfasser GND	1. Weitere Person Vorname	1. Weitere Person Nachname	1. Weitere Person GND	2. Weitere Person Vorname	2. Weitere Person Nachname	2. Weitere Person GND	1. Sonstige Person Vorname	1. Sonstige Person Nachname	1. Sonstige Person GND	2. Sonstige Person Vorname	2. Sonstige Person Nachname	2. Sonstige Person GND
114	138811741	Acu	fre	1669	La Haye		Memoires D'Estat Sous Le Regne Des Roys Henry Troisiesme Et Henry IV.	Philippe	Hurault	gnd/124900550																		
115	138811873	Aau	fre	1689	Cologne		L'Histoire De Filipe Emanuel De Loraine Duc De Mercoeur ; Dediée A Sa Majesté Apostolique	Jean-Chrysostome	Bruslé de Montpleinchamp	gnd/122855043													Philippe Emmanuel de Lorraine	Mercoeur	gnd/105530794X			
116	138845565	Acu	fre	1726	Paris		Histoire Des Chevaliers Hospitaliers De S. Jean De Jerusalem ; Appellez Depuis Chevaliers De Rhodes, Et Aujourd'Hui Chevaliers De Malthe	René Aubert	Vertot	gnd/100278736																		
117	138848718	Aar	fre	1665	Leyde		Relation de la conduite presente de la cour de France, adressée à un cardinal à Rome, par un Seigneur Romain, de la suite de son Eminence Monseigneur le Cardinal Flavio Chigi, legat du saint Siege vers le Roy tres-chrestien																leer	leer	gnd/118647989			
118	138848874	Aaus	fre	1720	Amsterdam		Histoire De Madame Henriette D'Angleterre Premiére Femme de Philippe De France Duc D'Orleans	Lafayette		gnd/118725939													G.	Schoutén	leer	Henriette-Anne	Orléans	gnd/119151790
119	138848920	Acus	fre	1701	A Cologne	gnd/4031483-2	Annales De La Cour Et De Paris, Pour Les Années 1697. & 1698.	Gatien	Courtilz de Sandras	gnd/118642170							Pierre	Marteau	gnd/1037499565									
120	138851530	Aaus	fre	1668	Paris		Les Memoires De Fev Monsievr Le Dvc De Gvise	Henri		gnd/135907861																		
121	138851549	Acr	fre	1669	[Amsterdam]		Les memoires de feu monsieur le duc de Guise	Henri		gnd/135907861																		
122	138851646	Acr	fre	1729	[S.l.]		Mémoires De Monsieur L***, Conseiller D'État ; Contenant L'Histoire des Guerres Civiles des années 1649 & suivantes ; principalement celles de Guienne & autres Provinces	Pierre	Lenet	gnd/1055264361																		
123	138851719	Aar	fre	1695	Cologne		Testament politique du Marquis de Louvois, Premier ministre d'Etat sous le regne de Louis XIV. roy de France ; où l'on voit ce qui s'est passé de plus remarquable en France jusqu'à sa mort	Gatien	Courtilz de Sandras	gnd/118642170													François-Michel Le Tellier	Louvois	gnd/100194109	leer	leer	gnd/118816829
124	138851786	Aau	fre	1690	Amsterdam		Lettres Du Cardinal Mazarin Où l'on voit Le Secret de la Négotiation de la Paix Des Pirenées; & la Relation des Conferences qu'il a eües pour ce sujet avec D. Louis de Haro, Ministre d'Espagne ; Avec d'autres lettres tres-curieuses écrites au Roi & la Reine, par le même Cardinal, pendant son voyage	Jules	Mazarin	gnd/118579703																		
125	138851999	Acus	fre	1729	Paris	gnd/4044660-8	La Vie De Monsieur Le Duc De Montausier Pair De France, Gouverneur De Monseigneur Louis Dauphin, Bisayeul Du Roy A Present Regnant ; Ecrite sur les Mémoires de Madame la Duchesse d'Uzès sa fille	Nicolas	Le Petit	gnd/100675379													Charles de Sainte-Maure	Montausier	gnd/119020459			
126	138864462	Aaus	fre	1693	Amsterdam		Memoires De La Vie De Frederic Maurice De La Tour d'Auvergne Duc De Bouillon, Souverain De Sedan ; Avec quelques particularitez de la Vie & des mœurs de Henri De La Tour D'Auvergne, Vicomte De Turenne	Jacques de Langlade	Saumières	gnd/104102381													Frédéric Maurice de La Tour d'Auvergne	Bouillon	gnd/129759201	Henri de La Tour D'Auvergne	Turenne	gnd/118802968
127	138864527	Acu	fre	1719	Amsterdam		Memoires Du Comte De Brienne, Ministre & Premier Secretaire d'Etat ; Contenant les évenemens les plus remarquables du Regne de Louis XIII. & de celui de Louis XIV. jusqu'à la mort du Cardinal Mazarin ; Composés pour l'instruction de ses Enfans	Henri-Auguste	Loménie de Brienne	gnd/128755733																		
128	138864616	Aau	fre	1676	Paris		Memoires Des Divers Emplois, Et Des Principales Actions	César	Choiseul Du Plessis-Praslin	gnd/143050966																		
129	138888922	Acu	fre	1693	Cologne		Memoires Pour Servir À L'Histoire De Louis De Bourbon, Prince De Condé	Jean	Labrune	gnd/129031097													Louis	Condé	gnd/119292203			
130	138889783	Acu	fre	1697	Paris		Les Memoires De Messire Roger de Rabutin Comte De Bussy, Lieutenant General Des Armées Du Roy, Et Mestre De Camp General De La Cavalerie Legere	Roger	Bussy-Rabutin	gnd/118675052																		
131	138892016	Acus	fre	1723	Amsterdam		Memoires, Pour Servir A L'Histoire D'Anne D'Autriche, Epouse De Louis XIII. Roi De France	Françoise Bertaud de Langlois	Motteville	gnd/104237201													leer	leer	gnd/118649469	leer	leer	gnd/11872942X
132	138892113	Aar	fre	1718	A Amsterdam		Memoires de madame la duchesse de Nemours ; contenant ce qui s'est passé de plus particulier en France pendant la guerre de Paris, jusqu'à la prison du Cardinal de Retz en 1652 ; avec les differens caracteres des personnes de la cour	Marie d'Orléans-Longueville	Nemours	gnd/119095033																		
133	138892679	Aau	fre	1716	Rotterdam		Memoires Et Reflexions Sur Les Principaux Evenemens Du Regne De Louis XIV. et Sur Le Caractere Ce Ceux Qui Y Ont Eu La Principale Part	Charles-Auguste	La Fare	gnd/118778439							Kaspar	Fritsch	gnd/1037501284									
134	138897638	Aaus	fre	1791	Paris	gnd/4044660-8	Correspondance D'Un Habitant De Paris, Avec Ses Amis De Suisse  Et D'Angleterre ; Sur les évenemens de 1789, 1790 et jusqu'au 4 avril 1791	François Louis	Escherny	gnd/116569387																		
135	138898561	Aaus	fre	1795	Wolfenbuttel		Examen Des Principes De La Révolution Françoise	Jean-Baptiste	Duvoisin	gnd/1022349244																		
136	138915040	Aar	fre	1759	Paris		Histoire des conquêtes de Louis XV., tant en Flandre que sur le Rhin, en Allemagne et en Italie, depuis 1744 jusques à la paix conclue en 1748 ; Ouvrage enrichi d'estampes, représentant les siéges et batailles, et de plans des principales villes assiégées et conquises	Pierre	Dumortous	gnd/1055265821																		
137	138919879	Aar	fre	1643	Paris		Histoire de la vie de Henry dernier duc de Mont-Morency ; contenant tout ce qu'il a fait de plus remarquable depuis sa naissance jusques à sa mort	Simon	Du Cros	gnd/128926740																		
138	138921075	Acr	fre	1718	Rotterdam		Memoires de Mr. de Montchal, archeveque de Toulouse ; contenant des particularitez de la vie et du ministère du cardinal de Richelieu	Charles	Montchal	gnd/137401493													Armand Jean du Plessis	Richelieu	gnd/118600354			
139	138922292	Aar	lat	1629	Paris		Eloges et discours sur la triomphante reception du Roy en sa ville de Paris, après la reduction de La Rochelle ; accompagnez des figures tant des arcs de triomphe, que des autres preparatifs	Jean-Baptiste	Machault	gnd/100641873							Melchior	Tavernier	gnd/18843917X	Pierre	Firens	gnd/129564702						
140	138927650	Acu	fre	1797	Hambourg	gnd/4023118-5	Défense Des Émigrés Français ; Adressée Au Peuple Français	Trophime-Gérard	Lally-Tolendal	gnd/104197773							Pierre François	Fauche	gnd/1037541707									
141	138945896	Acr	fre	1717	Paris		Introduction à l'histoire des maisons souveraines de l'Europe ; Avec un grand nombre de tables généalogiques gravées et imprimées	Claude	Buffier	gnd/120570939																		
142	139002197	Aaus	fre	1794	[Turin]		Marie Antoinette Archiduchesse D'Autriche Reine De France; Ou Causes Et Tableau De La Révolution	Nicolas	Maistre	gnd/119214210																		
143	139013776	Acus	fre	1796	A Paris	gnd/4044660-8	Histoire De La Conjuration De Louis-Philippe-Joseph D'Orléans, Premier prince du sang, duc d'Orléans, de Chartres, de Nemours, de Montpensier et d'Etampes, comte de Beaujolais, de Vermandois et de Soissons, surnommé Égalité	Christophe Félix Louis Ventre de la Touloubre	Montjoie	gnd/10029264X													Louis Philippe Joseph	Orléans	gnd/11882046X			
144	139018220	Acr	fre	1796	Hambourg		De L'État Réel De La France À La Fin De L'Année 1795 Et De La Situation Politique Des Puissances De L'Europe À La Même Époque	Louis Dubois Descours	La Maisonfort	gnd/121574822																		
145	139058516	Acus	fre	1698	Amsterdam		Iconologie Ou La Science Des Emblemes Devises, [et]c. ; Qui apprend à les Expliquer Dessiner et Inventer. Ouvrage Tres Utile Aux Orateurs, Pöetes, Peintres, Sculpteurs, Graveurs ...  Enrichie & augmentée d'un grand nombre de Figures ...	Cesare	Ripa	gnd/118994395							Jean	Baudoin	gnd/100026230									
146	139072039	Aaus	fre	1692	Amsterdam		L'Histoire D'Emmanuel Philibert, Duc De Savoie, Gouverneur General De La Belgique	Jean-Chrysostome	Bruslé de Montpleinchamp	gnd/122855043							Emanuel Philibert	leer	gnd/130089842	Maximilian Emanuel	Bayern, Kurfürst, II.	leer						
147	139127488	Acr		1664	Aix		La chorographie ou description de Provence et l'histoire chronologique du mesme pays	Honoré	Bouche	gnd/1055270434																		
148	139128247	Aau	fre	1666	Orange		Relation De ce qui s'est passé au Restablissment D'Orange ; Ensemble les Discours & Harangues qui ont esté faictes pour le mesme subject	Jacques Pineton	Chambrun	gnd/100640494																		
149	139134379	Acr	fre	1609	Paris		Les antiquitez et recherches des villes, chasteaux, et places plus remarquables de toute la France ; Oeuvre enrichi tant des fondations ...	André	Du Chesne	gnd/117657336																		
150	139152776	Aaus	fre	1685	La Haye		Les Anecdotes De Florence, Ou L'Histoire Secrète De La Maison De Medicis	Antoine	Varillas	gnd/100047548																		
151	139230629	Aaus	fre	1697	Amsterdam		Les Delices De La Hollande ; En Deux Parties ; La Premiere Contenant une déscription éxacte du Païs, avec les Mœurs & les Coutumes des Habitans: Et la Seconde, Vn Abrégé Historique depuis l'établissement de la République jusques à l'An 1697.	Jean Nicolas	Parival	gnd/10023951X																		
152	139237607	Aau	fre	1726	Amsterdam		La vie de François-Eudes de Mezeray ; Historiographe de France	Daniel	Larroque	gnd/102549451													François Eudes	Mézeray	gnd/119192888			
153	139274537	Acus	fre	1729	Paris		Memoires Pour Servir A L'Histoire Des Hommes Illustres Dans La République Des Lettres ; Avec Un Catalogue Raisonné de leurs Ouvrages	Jean Pierre	Niceron	gnd/14175690X																		
154	139332413	Acu	fre	1683	Paris		Description De L'Univers ; Contenant Les Différents Systêmes Du Monde, les Cartes generale & particulileres de la Geographie Ancienne & Moderne: Les Plans & les Profils des principales Villes & des autres lieux plus considerables de la Terre ; avec les Portraits des Souverains qui y commandent, leurs Blasons, Titres & Livrées: Et les Mœurs, Religions, Gouvernemens & divers habillemens de chaque Nation. Dediée Au Roy	Allain	Manesson-Mallet	gnd/128901691																		
155	139333614	Acus	fre	1699	Amsterdam		Les Delices De La France, Ou Description des Provinces & Villes Capitales d'icelle, Depuis la Paix de Ryswyk. Et la Description des Châteaux, Maisons Royales ...	François-Savinien	Alquié	gnd/124275583																		
156	139398791	Aaus	fre	1717	Rotterdam		La Vie Et Les Sentimens De Lucilio Vanini	David	Durand	gnd/12353044X													Giulio Cesare	Vanini	gnd/119373211			
157	139424474	Aaus	ita	1770	Venezia		Memorie Intorno Alla Vita Ed Agli Scritti Del Conte Francesco Algarotti Ciambellano Di S.M. Il Re Di Prussia E Cavalier Del Merito ec.	Domenico	Michelessi	gnd/1011745755							Friedrich	leer	gnd/118535749				Francesco	Algarotti	gnd/119086395			
158	139543325	Acus	fre	1743	Amsterdam		Introduction À L'Histoire Générale Et Politique De L'Univers, Où l'on voit l'Origine, les Révolutions, l'État présent & les Intérêts des Souverains	Samuel	Pufendorf	gnd/118597051							Antoine Augustin	Bruzen de La Martinière	gnd/124841260									
159	139671730	Acus	fre	1720	Rotterdam		Dictionaire Historique et Critique	Pierre	Bayle	gnd/11850777X							Prosper	Marchand	gnd/119143240									
160	139771727	Aau	fre	1727	Paris		Histoire Du Commerce Et De La Navigation Des Anciens	Pierre Daniel	Huet	gnd/119180936																		
161	139873260	Acvs	fre	1742	A Amsterdam Et A Leipzig	gnd/4001783-7	Histoire Universelle, Depuis Le Commencement Du Monde, Jusqu'A Present ; Enrichies De Figures Et De Cartes Neccessaires										Johann Caspar	Arkstée	gnd/140015450	Henricus	Merkus	gnd/140015590						
162	139968962	Acus	fre	1754	Paris		Histoire Moderne Des Chinois, Des Japonnois, Des Indiens, Des Persans, Des Turcs, Des Russiens, &c. ; Pour servir de suite à l'Histoire ancienne de M. Rollin.  [Verf.: François Marie de Marsy; Adrien Richer]	François-Marie	Marsy	gnd/124169880	Adrien	Richer	gnd/12417003X				Charles	Rollin	gnd/117593540									
163	139974032	Aaus	fre	1720	La Haye		Considerations Sur Le Commerce Et Sur L'Argent	John	Law	gnd/118726838																		
164	140161325	Acus	fre	1790	Londres	gnd/4074335-4	Mémoires Du Maréchal Duc De Richelieu, Pair De France, Premier Genilhomme De La Chambre Du Roi, &c. ; Pour servir à l'Histoire des Cours du Louis XIV, de la Régence du Duc d'Orléans, de Louis XV, Et à celle des quatorze premiers annes du Règne de Louis XVI, Roi Des François, Et Restaurateur De La Liberté ; Ouvrage composé dans la Bibliothèque, Et sous les yeux du Maréchal de Richelieu, Et d'apreés les Porte-feuilles, Correspondances Et Mémoires manuscrits de plusieurs Seigneurs, Ministres Et Militaires, ses Contemorains ; Avec des Portraits, des Plans Et des Cartes nécessaires à l'intelligence de l'Ouvrage	Jean Louis Giraud	Soulavie	gnd/118947443													Louis François Armand DuPlessis	Richelieu	gnd/118788744	leer	leer	gnd/118816829
165	140177744	Acus	fre	1671	Amsterdam		Histoire Du Ministere Du Cardinal Jules Mazarin, Premier Ministre de la Couronne de France ; Dans laquelle on voit les succés & les principaux evenemens qui lui sont arrivé, depuis le commencement de son Gouvernement jusqu'à sa mort	Galeazzo	Gualdo Priorato	gnd/119396645													Jules	Mazarin	gnd/118579703			
166	140177787	Acr	fre	1681	La Haye		Histoire du ministere du cardinal Jules Mazarin, premier ministre de la couronne de France ; dans laquelle on voit les succés et les principaux evenemens qui lui sont arrivé, depuis le commencement de son gouvernement jusqu'à sa mort	Galeazzo	Gualdo Priorato	gnd/119396645																		
167	140196560	Acr	fre	1700	Amsterdam		Histoire Du Regne De Louis XIII. Roi De France Et De Navarre	Michel	Le Vassor	gnd/13584410X													leer	leer	gnd/11872942X			
168	140196781	Acr	fre	1716	Paris		Histoire du règne de Louis XIII. roy de France et des principaux événemens arrivez pendant ce règne dans tous les païs du monde	Jacques	LeCointe	gnd/1157667627																		
169	140196862	Acr	fre	1730	Amsterdam		Histoire de la mère et du fils, c'est à dire, de Marie de Médicis, femme du grand Henry, et mère de Louis XIII roy de France et de Navarre ; contenant l'état des affaires politiques et ecclésiastiques arrivées en France depuis et compris l'an 1616 jusques à la fin de 1619	Armand Jean du Plessis	Richelieu	gnd/118600354							François Eudes	Mézeray	gnd/119192888				leer	leer	gnd/118577778			
170	140460691	Acr	fre	1677	Cologne		Memoires de ce qui s'est passé en Suede et aux Provinces voisines, depuis l'année 1645 jusques en l'année 1655; ensemble le demêlé de la Suède avec la Pologne	Pierre Hector	Chanut	gnd/116488182							Pierre	Linage de Vauciennes	gnd/12903164X									
171	140473467	Aaus	fre	1741	La Haye		Mémoires Du Gouvernement De L'Empire ; Avec Le Détail des Cérémonies & de tout ce qui s'observe dans L'Election & dans le Couronnement d'un Empereur																					
172	140876340	Aaus	fre	1680	Amsterdam		La Ville Et La Republique De Venise	Alexandre-Toussaint	Limojon de Saint-Didier	gnd/131903489							Jean Jacques	Mesmes	leer									
173	140876383	Aar	fre	1709	Utrecht		Nouvelle relation de la ville & republique de Venise ; divisée en trois parties, dont la premiere contient son Histoire Generale ; La seconde traite du Gouvernement & des Moeurs de la nation ; Et la troisieme donne connoissance de toutes les Familles Patrices, employées dans le Gouvernement.	Casimir	Freschot	gnd/128597771																		
174	140881352	Acu	fre	1707	Paris	gnd/4044660-8	Histoire de Bretagne, composée sur les titres & les auteurs originaux ; Enrichie de plusierus portraits & tombeaux en taille-douce; avec les preuves et pièces justificatives, accompagnées d'un grand nombre de Sceaux	Guy Alexis	Lobineau	gnd/124708129																		
175	140881387	Acr	fre	1739	Paris		Histoire des ducs de Brétagne, et des différentes Révolutions arrivées dans cette province	Pierre François Guyot	Desfontaines	gnd/118671596																		
